COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,COUNTY,LOCALITY,LATITUDE,LONGITUDE,OBSERVATION DATE
South Polar Skua,Stercorarius maccormicki,1,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,2018-08-26
Pacific Loon,Gavia pacifica,2,Barnstable,Race Point,42.0691855,-70.2381706,2018-12-30
Pacific Loon,Gavia pacifica,2,Barnstable,Race Point,42.0691855,-70.2381706,2018-03-01
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-24
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-12-16
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-03-29
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,2018-11-09
Mew Gull,Larus canus,1,Essex,"King's Beach, Lynn/Swampscott",42.4667154,-70.9221983,2018-02-18
Mew Gull,Larus canus,1,Essex,"King's Beach, Lynn/Swampscott",42.4667154,-70.9221983,2018-02-19
Mew Gull,Larus canus,1,Essex,"King's Beach, Lynn/Swampscott",42.4667154,-70.9221983,2018-02-18
Mew Gull,Larus canus,1,Nantucket,Siasconset,41.2638722,-69.9698639,2018-01-15
Pink-footed Goose,Anser brachyrhynchus,1,Essex,US-MA-Ipswich-97-99 Proctor Rd - 42.6510x-70.8198 Pony Express Fields,42.651031,-70.819805,2018-11-09
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Bristol County Agricultural School,41.8337903,-71.1133862,2018-01-28
Pink-footed Goose,Anser brachyrhynchus,1,Essex,"197â€“199 Lane Farm Dr, Ipswich US-MA (42.6509,-70.8198)",42.650899,-70.819802,2018-11-09
Townsend's Solitaire,Myadestes townsendi,1,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,2018-03-31
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Berkley Bridge,41.8350373,-71.1074853,2018-01-31
Pacific Loon,Gavia pacifica,1,Barnstable,Herring Cove Beach,42.0461217,-70.2185583,2018-03-24
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-17
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-17
Pink-footed Goose,Anser brachyrhynchus,1,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,2018-11-13
White-faced Ibis,Plegadis chihi,1,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,2018-05-12
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2018-12-29
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2018-12-29
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2018-12-31
South Polar Skua,Stercorarius maccormicki,2,Nantucket,"North Atlantic Ocean (41.0447,-69.5588)",41.0891057,-69.5966199,2018-08-25
Pink-footed Goose,Anser brachyrhynchus,1,Essex,Candlewood Rd,42.6543842,-70.8193431,2018-11-09
Pink-footed Goose,Anser brachyrhynchus,1,Essex,Candlewood Rd,42.6543842,-70.8193431,2018-11-09
South Polar Skua,Stercorarius maccormicki,1,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,2018-08-26
South Polar Skua,Stercorarius maccormicki,2,Nantucket,"North Atlantic Ocean (41.0447,-69.5588)",41.0891057,-69.5966199,2018-08-25
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Essex,"Salisbury Beach State Reservation, Newburyport US-MA (42.8236,-70.8153)",42.823562,-70.815333,2018-11-09
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-19
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-12
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-12-02
Tufted Duck,Aythya fuligula,1,Nantucket,215 Madaket Rd,41.2793545,-70.1809216,2018-03-25
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-18
Tufted Duck,Aythya fuligula,1,Nantucket,215 Madaket Rd,41.2793545,-70.1809216,2018-03-14
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-04-14
Tufted Duck,Aythya fuligula,1,Nantucket,Long Pondâ€”Second Bridge,41.281439,-70.176271,2018-12-31
Barnacle Goose,Branta leucopsis,1,Hampden,Westfield - Southwest,42.1174187,-72.8321457,2018-01-01
Mew Gull,Larus canus,1,Norfolk,Cohasset--Jerusalem Road Coastal Viewpoints,42.2636138,-70.8163717,2018-04-15
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
White-faced Ibis,Plegadis chihi,1,Essex,newman road,42.7711481,-70.860014,2018-05-25
Black-throated Gray Warbler,Setophaga nigrescens,1,Bristol,Gooseberry Neck,41.4869773,-71.0375977,2018-09-30
Black-throated Gray Warbler,Setophaga nigrescens,1,Essex,Phillip's Beach,42.4722522,-70.8856278,2018-11-15
Black-throated Gray Warbler,Setophaga nigrescens,1,Essex,Phillip's Beach,42.4722522,-70.8856278,2018-11-15
Pink-footed Goose,Anser brachyrhynchus,1,Essex,"97â€“99 Proctor Rd, Ipswich US-MA (42.6510,-70.8198)",42.650994,-70.819802,2018-11-09
Lark Bunting,Calamospiza melanocorys,1,Barnstable,Cape Cod National Seashore--Hatches Harbor Fire Road,42.061532,-70.222664,2018-09-30
Townsend's Solitaire,Myadestes townsendi,1,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,2018-01-14
Townsend's Solitaire,Myadestes townsendi,1,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,2018-02-03
Tufted Duck,Aythya fuligula,1,Nantucket,Nantucket Long Pond--The Gut,41.28404,-70.170097,2018-12-09
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-20
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-17
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2018-12-29
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2018-12-29
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2018-12-29
Mew Gull,Larus canus,1,Norfolk,Cohasset--Little Harbor and Sandy Beach,42.2557766,-70.8008766,2018-04-15
Tufted Duck,Aythya fuligula,1,Nantucket,Madaket,41.2700656,-70.1985168,2018-03-29
Tufted Duck,Aythya fuligula,1,Nantucket,Madaket,41.2700656,-70.1985168,2018-02-13
South Polar Skua,Stercorarius maccormicki,2,Nantucket,"North Atlantic Ocean (41.0447,-69.5588)",41.0891057,-69.5966199,2018-08-25
South Polar Skua,Stercorarius maccormicki,1,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,2018-08-26
Tufted Duck,Aythya fuligula,1,Nantucket,"Madaket Bike Path, Nantucket, Massachusetts, US (41.281, -70.176)",41.2813108,-70.1763888,2018-03-17
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-12
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-12
Tufted Duck,Aythya fuligula,1,Nantucket,Long Pond,41.2834825,-70.1676178,2018-12-01
Tufted Duck,Aythya fuligula,1,Nantucket,215 Madaket Rd,41.2793545,-70.1809216,2018-01-06
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-26
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-12
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-18
Bell's Vireo,Vireo bellii,1,Barnstable,"Fort Hill, Eastham",41.818792,-69.9644995,2018-10-08
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
Mew Gull,Larus canus,1,Essex,Lynn Beach,42.4566645,-70.9358627,2018-02-19
Mew Gull,Larus canus,1,Essex,Lynn Beach,42.4566645,-70.9358627,2018-01-20
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,2018-11-09
White-faced Ibis,Plegadis chihi,2,Essex,Hamlin Reservation,42.6701936,-70.8094597,2018-04-28
Black-throated Gray Warbler,Setophaga nigrescens,1,Essex,Phillip's Beach,42.4722522,-70.8856278,2018-11-12
Pink-footed Goose,Anser brachyrhynchus,1,Essex,"106 Essex Rd, Ipswich US-MA",42.655706,-70.812869,2018-11-12
Mew Gull,Larus canus,1,Plymouth,Musquashicut Pond,42.2310609,-70.7609753,2018-03-09
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Berkley Bridge,41.8350373,-71.1074853,2018-02-01
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Berkley Bridge,41.8350373,-71.1074853,2018-01-29
Townsend's Solitaire,Myadestes townsendi,1,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,2018-04-14
Brown Booby,Sula leucogaster,1,Dukes,"Aquinnah, Massachusetts, US (41.354, -70.769)",41.3537,-70.7685619,2018-08-08
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Berkley Bridge,41.8350373,-71.1074853,2018-01-28
Townsend's Solitaire,Myadestes townsendi,1,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,2018-02-03
Pink-footed Goose,Anser brachyrhynchus,1,Essex,Pony Express Fields,42.6541852,-70.818704,2018-11-09
Pacific Loon,Gavia pacifica,1,Barnstable,"Race Point Beach, Provincetown",42.0786041,-70.2249098,2018-01-21
Tufted Duck,Aythya fuligula,1,Middlesex,Martins Brook Pond,42.5792488,-71.1328054,2018-12-23
Pacific Loon,Gavia pacifica,1,Barnstable,Herring Cove Beach,42.0461217,-70.2185583,2018-03-25
Pink-footed Goose,Anser brachyrhynchus,1,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,2018-11-12
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2018-12-29
Black-throated Gray Warbler,Setophaga nigrescens,1,Essex,"Ocean Ave, Swampscott MA",42.4722871,-70.8853315,2018-11-12
Tufted Duck,Aythya fuligula,1,Middlesex,Martins Brook,42.5776645,-71.1288496,2018-12-23
Brown Booby,Sula leucogaster,1,Berkshire,"479â€“503 Lakeway Dr, Pittsfield US-MA (42.4701,-73.2760)",42.470062,-73.276026,2018-08-19
South Polar Skua,Stercorarius maccormicki,2,Nantucket,"North Atlantic Ocean (41.0447,-69.5588)",41.0891057,-69.5966199,2018-08-25
Say's Phoebe,Sayornis saya,1,Worcester,"500 West Street, Barre, MA",42.425839,-72.123996,2018-10-13
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-04-02
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-15
Mew Gull,Larus canus,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-04-12
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,2018-11-09
Townsend's Solitaire,Myadestes townsendi,1,Bristol,Demarest Lloyd SP,41.5271179,-70.9857559,2018-02-03
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Berkley Bridge,41.8350373,-71.1074853,2018-01-28
Tundra Swan,Cygnus columbianus,7,Berkshire,Sheffield,42.11039,-73.35516,2018-12-07
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Berkley Bridge,41.8350373,-71.1074853,2018-01-28
Rufous Hummingbird,Selasphorus rufus,1,Berkshire,"Lafayette Drive, Peru, Massachusetts, US (42.445, -73.065)",42.4467415,-73.0665511,2018-07-26
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-17
Pink-footed Goose,Anser brachyrhynchus,1,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,2018-11-15
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-17
White-faced Ibis,Plegadis chihi,1,Essex,Appleton Farm (TTOR),42.642,-70.858,2018-04-21
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-18
Painted Bunting,Passerina ciris,1,Middlesex,"stakeout Painted Bunting--Court St, Newton (2018)",42.3535593,-71.2047347,2018-12-30
Tufted Duck,Aythya fuligula,1,Middlesex,"01887, Wilmington US-MA (42.5793,-71.1320)",42.579298,-71.132,2018-12-23
Tundra Swan,Cygnus columbianus,7,Berkshire,Sheffield MA,42.1093461,-73.3539431,2018-12-08
Tufted Duck,Aythya fuligula,1,Nantucket,Madaket,41.2700656,-70.1985168,2018-02-14
Tufted Duck,Aythya fuligula,1,Nantucket,Nantucket - West End,41.2823216,-70.172596,2018-02-18
South Polar Skua,Stercorarius maccormicki,1,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,2018-08-26
South Polar Skua,Stercorarius maccormicki,2,Nantucket,"North Atlantic Ocean (41.0447,-69.5588)",41.0891057,-69.5966199,2018-08-25
South Polar Skua,Stercorarius maccormicki,1,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,2018-08-26
South Polar Skua,Stercorarius maccormicki,3,Barnstable,Georges Bank,41.53,-68.351,2018-08-24
South Polar Skua,Stercorarius maccormicki,1,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,2018-08-26
Pink-footed Goose,Anser brachyrhynchus,1,Essex,"27 Northgate Road, Ipswich, Massachusetts, US (42.661, -70.809)",42.661181,-70.8089943,2018-11-10
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-18
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-04-14
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-09-30
Pacific Loon,Gavia pacifica,2,Barnstable,Race Point,42.0691855,-70.2381706,2018-03-10
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,"Berkley Bridge, field just SW of Bridge",41.8343338,-71.1104178,2018-01-31
Black-throated Gray Warbler,Setophaga nigrescens,1,Essex,"Phillip's Beach, Swampscott",42.47119,-70.8866627,2018-11-12
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
Tufted Duck,Aythya fuligula,1,Nantucket,First bridge,41.284129,-70.1701,2018-12-29
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.6286,-68.9581)",40.62858,-68.958113,2018-07-28
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
Pink-footed Goose,Anser brachyrhynchus,1,Essex,"24 Candlewood Rd, Ipswich US-MA (42.6510,-70.8183)",42.651014,-70.818336,2018-11-11
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
Black-throated Gray Warbler,Setophaga nigrescens,1,Bristol,Gooseberry Neck,41.4869773,-71.0375977,2018-09-30
Tufted Duck,Aythya fuligula,1,Nantucket,Nantucket - CBC (Area 8) - Madaket,41.283468,-70.1774643,2018-12-30
Painted Bunting,Passerina ciris,1,Middlesex,"Painted Bunting Spot, Court St Newton",42.35355,-71.202903,2018-12-29
Black-throated Gray Warbler,Setophaga nigrescens,1,Essex,Phillip's Beach,42.4722522,-70.8856278,2018-11-12
Black-throated Gray Warbler,Setophaga nigrescens,1,Essex,Phillips Beach - Swampscott,42.4722209,-70.885155,2018-11-12
Tundra Swan,Cygnus columbianus,1,Plymouth,"62 Meadow Street, Carver, Massachusetts, US (41.869, -70.775)",41.8693825,-70.7750637,2018-03-12
Pink-footed Goose,Anser brachyrhynchus,1,Essex,Pony Fields Candlewood Road Ipswich,42.6506123,-70.8167124,2018-11-09
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Berkley Bridge,41.8350373,-71.1074853,2018-01-29
Brown Pelican,Pelecanus occidentalis,1,Barnstable,"Head of the Meadow Beach, N. Truro",42.0522244,-70.0795126,2018-07-29
Tufted Duck,Aythya fuligula,1,Nantucket,Nantucket Long Pond--The Gut,41.28404,-70.170097,2018-12-29
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-18
White-faced Ibis,Plegadis chihi,1,Essex,Essex - John Wise Ave,42.6495107,-70.7908726,2018-04-27
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-19
White-faced Ibis,Plegadis chihi,1,Essex,"Argilla-Northgate-Essex Rd. Fields Complex, Ipswich",42.6613998,-70.8144121,2018-05-12
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-20
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-18
Tufted Duck,Aythya fuligula,1,Middlesex,Martins Brook Pond,42.579052,-71.132699,2018-12-26
Brown Booby,Sula leucogaster,1,Berkshire,Onota Lake--Burbank Park,42.4684565,-73.2768774,2018-08-17
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,"Bristol Co. Aggie HS, Dighton",41.835421,-71.112442,2018-01-31
Brown Booby,Sula leucogaster,1,Nantucket,GUNTER1803_14Aug_3,40.54283,-66.526,2018-08-14
Tufted Duck,Aythya fuligula,1,Middlesex,Martins Brook,42.5776645,-71.1288496,2018-12-24
South Polar Skua,Stercorarius maccormicki,2,Nantucket,"North Atlantic Ocean (41.0447,-69.5588)",41.0891057,-69.5966199,2018-08-25
South Polar Skua,Stercorarius maccormicki,1,Nantucket,North Atlantic Ocean,40.6272048,-69.3128928,2018-08-26
South Polar Skua,Stercorarius maccormicki,2,Nantucket,"North Atlantic Ocean (41.0447,-69.5588)",41.0891057,-69.5966199,2018-08-25
Tufted Duck,Aythya fuligula,1,Nantucket,Long Pond,41.2834825,-70.1676178,2018-05-02
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-24
Brown Booby,Sula leucogaster,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-08-19
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-23
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2018-12-30
Tundra Swan,Cygnus columbianus,1,Plymouth,Atwood Reservoir,41.8656107,-70.7747926,2018-03-23
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"North Atlantic Ocean (40.89918748,-69.44538105)",40.8991875,-69.445381,2018-08-25
Bell's Vireo,Vireo bellii,1,Barnstable,"Fort Hill, Eastham",41.818792,-69.9644995,2018-10-09
Brown Booby,Sula leucogaster,1,Bristol,Gooseberry Neck,41.4869773,-71.0375977,2019-10-28
Barnacle Goose,Branta leucopsis,1,Norfolk,Wollaston Golf Club,42.236964,-71.07379,2019-12-03
Barnacle Goose,Branta leucopsis,1,Norfolk,"Wollaston Golf Club, Milton MA",42.237288,-71.082079,2019-11-28
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-08
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-07
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-07
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-08
Lark Bunting,Calamospiza melanocorys,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,2019-10-04
South Polar Skua,Stercorarius maccormicki,1,Nantucket,"(41.1538,-67.4981)",41.153754,-67.498066,2019-08-15
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-12
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR--Salt Pans,42.7737313,-70.8073997,2019-09-16
Barnacle Goose,Branta leucopsis,1,Norfolk,Wollaston Gold Club,42.2352483,-71.0799415,2019-11-29
Painted Bunting,Passerina ciris,1,Plymouth,"27 Adams Cir, Carver US-MA (41.8396,-70.7233)",41.839629,-70.723262,2019-12-20
Painted Bunting,Passerina ciris,1,Plymouth,"27 Adams Cir, Carver US-MA (41.8396,-70.7233)",41.839629,-70.723262,2019-12-20
Tundra Swan,Cygnus columbianus,19,Franklin,Turners Falls Power Canal,42.5949419,-72.577219,2019-03-12
Tundra Swan,Cygnus columbianus,5,Essex,Lake Attitash,42.8455134,-70.9830952,2019-11-26
LeConte's Sparrow,Ammospiza leconteii,1,Plymouth,"Assawompsett Pond, Lakeville",41.8351311,-70.9100533,2019-01-06
Tundra Swan,Cygnus columbianus,1,Bristol,Berkley Bridge,41.8350373,-71.1074853,2019-12-27
Black-throated Gray Warbler,Setophaga nigrescens,1,Barnstable,"Salt Pond, Falmouth",41.542976,-70.62774,2019-10-16
Black-throated Gray Warbler,Setophaga nigrescens,1,Barnstable,"Salt Pond, Falmouth",41.542976,-70.62774,2019-10-15
Pacific Loon,Gavia pacifica,1,Barnstable,"Race Point Beach, Provincetown",42.0786041,-70.2249098,2019-03-10
Curlew Sandpiper,Calidris ferruginea,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-26
Brown Pelican,Pelecanus occidentalis,1,Barnstable,Monomoy NWR--Morris Island,41.6568485,-69.9582152,2019-05-11
Painted Bunting,Passerina ciris,1,Barnstable,"7 Scorton Marsh Road, Sandwich",41.7369788,-70.4036374,2019-12-24
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-29
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg I,40.063668,-68.867813,2019-09-21
Townsend's Warbler,Setophaga townsendi,1,Essex,Robinson Farm,42.5025512,-70.862739,2019-09-14
Brown Booby,Sula leucogaster,1,Nantucket,BBC Pelagic 21 Sep 2019 - leg I,40.063668,-68.867813,2019-09-21
Gull-billed Tern,Gelochelidon nilotica,1,Essex,Parker River NWR,42.7639008,-70.8022995,2019-09-15
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Plymouth,Daniel Webster Wildlife Sanctuary (Mass Audubon),42.0881122,-70.6772727,2019-06-15
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-19
Purple Gallinule,Porphyrio martinica,1,Norfolk,"stakeout Purple Gallinule--Wood St, Milton (2019)",42.2633733,-71.0384904,2019-10-20
Ruff,Calidris pugnax,1,Essex,"Wet Meadows Viewing Platform, Scotland Rd, Newbury",42.7884896,-70.9094299,2019-03-31
Ruff,Calidris pugnax,1,Essex,"Wet Meadows Viewing Platform, Scotland Rd, Newbury",42.7884896,-70.9094299,2019-03-31
Pacific Loon,Gavia pacifica,1,Barnstable,Race Point,42.0691855,-70.2381706,2019-01-06
Pacific Loon,Gavia pacifica,2,Barnstable,Race Point,42.0691855,-70.2381706,2019-03-24
Black-bellied Whistling-Duck,Dendrocygna autumnalis,6,Plymouth,Red Brook Wildlife Management Area,41.7994011,-70.6229537,2019-06-19
Tundra Swan,Cygnus columbianus,14,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,2019-11-15
Swallow-tailed Kite,Elanoides forficatus,1,Dukes,"Gay Head, Martha's Vineyard",41.3466667,-70.8383333,2019-05-21
Mississippi Kite,Ictinia mississippiensis,1,Dukes,"Gay Head, Martha's Vineyard",41.3466667,-70.8383333,2019-05-31
Brown Booby,Sula leucogaster,1,Nantucket,"(40.1024,-68.6153) - J",40.102375,-68.615274,2019-09-21
Wilson's Plover,Charadrius wilsonia,1,Essex,Plum Island (please use more refined location),42.7985496,-70.8090735,2019-09-22
Black-bellied Whistling-Duck,Dendrocygna autumnalis,1,Nantucket,Long pond/Tristam's Landing,41.268587,-70.194163,2019-06-10
Barnacle Goose,Branta leucopsis,1,Norfolk,Turner's Pond,42.2620582,-71.0787749,2019-11-23
Barnacle Goose,Branta leucopsis,1,Norfolk,Turner's Pond,42.2620582,-71.0787749,2019-11-23
Loggerhead Shrike,Lanius ludovicianus,1,Franklin,Turners Falls Airport,42.5906576,-72.5241262,2019-06-03
Loggerhead Shrike,Lanius ludovicianus,1,Franklin,Turners Falls Airport,42.5906576,-72.5241262,2019-06-03
Barnacle Goose,Branta leucopsis,1,Norfolk,"Wollaston Golf Club, Milton",42.2355239,-71.0703206,2019-11-29
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Worcester,Quaboag Pond,42.1969851,-72.069314,2019-08-23
Scissor-tailed Flycatcher,Tyrannus forficatus,1,Worcester,Quaboag Pond,42.1969851,-72.069314,2019-08-28
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-27
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-08
Ash-throated Flycatcher,Myiarchus cinerascens,1,Essex,Salisbury Beach State Reservation,42.8268013,-70.8180008,2019-11-16
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-07
Eared Grebe,Podiceps nigricollis,1,Barnstable,MacMillan Wharf,42.0494838,-70.181694,2019-01-07
Pink-footed Goose,Anser brachyrhynchus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-08
Tundra Swan,Cygnus columbianus,1,Bristol,Somerset Reservoir & Quirck Mello Conservation Area,41.7833355,-71.1385774,2019-12-08
